"VteID";"DtVte";"Canal";"StatutCde";"ProdID";"Qt";"TxRem";"MttBrutTTC";"MttTTcNet";"CstLigne";"MagID";"VndID";"CustNo"
"V001794";"30-07-2024";"Magasin";"LIVREE";"P0041";"1";"0,00";"2225,00";"2225,00";"1348,70";"M03";"V06";"C0120"
"V001795";"30-07-2024";"Magasin";"livree";"P0026";"2";"0,00";"550,00";"550,00";"274,90";"M19";"V45";"C0192"
"V001796";"30-07-2024";"Magasin";"Annulee";"P0030";"1";"0,00";"265,00";"265,00";"125,99";"M06";"V12";"C0166"
"V001797";"30-07-2024";"MAGASIN";"Livree";"P0026";"2";"10,00";"550,00";"495,00";"274,90";"M05";"V11";"C0033"
"V001798";"30-07-2024";"Magasin";"Livree";"P0055";"1";"5,00";"40,00";"38,00";"19,21";"M14";"V32";"C0215"
"V001799";"31-07-2024";"magasin";"Livree";"P0021";"1";"5,00";"410,00";"389,50";"189,41";"M11";"V24";"C0219"
"V001800";"31-07-2024";"magasin";"Livree";"P0058";"1";"5,00";"65,00";"61,75";"31,31";"M08";"V17";"C0219"
"V001801";"31-07-2024";"Magasin";"livree";"P0026";"1";"0,00";"275,00";"275,00";"137,45";"M15";"V34";"C0063"
"V001802";"31-07-2024";"magasin";"Livree";"P0028";"3";"0,00";"390,00";"390,00";"201,78";"M10";"V21";"C0001"
"V001803";"31-07-2024";"web";"EnCours";"P0023";"3";"0,00";"2100,00";"2100,00";"1213,71";"M10";"V20";"C0175"
"V001804";"31-07-2024";"Web";"EnCours";"P0036";"3";"0,00";"315,00";"315,00";"173,73";"M23";"V55";"C0117"
"V001805";"31-07-2024";"Magasin";"Livree";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M03";"V06";"C0058"
"V001806";"31-07-2024";"Web";"Livree";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M08";"V17";"C0091"
"V001807";"31-07-2024";"Magasin";"LIVREE";"P0033";"4";"0,00";"200,00";"200,00";"90,92";"M13";"V30";"C0196"
"V001808";"31-07-2024";"Web";"livree";"P0053";"3";"0,00";"465,00";"465,00";"249,03";"M25";"V60";"C0119"
"V001809";"01-08-2024";"MAGASIN";"LIVREE";"P0029";"3";"0,00";"855,00";"855,00";"507,00";"M15";"V36";"C0012"
"V001810";"01-08-2024";"Web";"LIVREE";"P0056";"4";"0,00";"100,00";"100,00";"48,60";"M25";"V60";"C0015"
"V001811";"01-08-2024";"WEB";"Annulee";"P0032";"3";"0,00";"570,00";"570,00";"324,54";"M13";"V29";"C0149"
"V001812";"01-08-2024";"Web";"LIVREE";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M17";"V40";"C0085"
"V001813";"01-08-2024";"MAGASIN";"livree";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M02";"V04";"C0040"
"V001814";"01-08-2024";"MAGASIN";"Livree";"P0031";"3";"0,00";"450,00";"450,00";"276,72";"M05";"V10";"C0094"
"V001815";"01-08-2024";"MAGASIN";"livree";"P0060";"4";"10,00";"160,00";"144,00";"81,84";"M13";"V29";"C0088"
"V001816";"02-08-2024";"WEB";"Livree";"P0043";"1";"0,00";"2230,00";"2230,00";"1198,97";"M23";"V55";"C0160"
"V001817";"02-08-2024";"Web";"Livree";"P0035";"1";"0,00";"170,00";"170,00";"91,98";"M01";"V01";"C0185"
"V001818";"02-08-2024";"Web";"LIVREE";"P0033";"3";"0,00";"150,00";"150,00";"68,19";"M10";"V21";"C0102"
"V001819";"02-08-2024";"Magasin";"Livree";"P0033";"1";"0,00";"50,00";"50,00";"22,73";"M24";"V57";"C0163"
"V001820";"02-08-2024";"Magasin";"Livree";"P0051";"1";"5,00";"155,00";"147,25";"77,85";"M04";"V08";"C0128"
"V001821";"02-08-2024";"Magasin";"LIVREE";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M08";"V16";"C0073"
"V001822";"02-08-2024";"Magasin";"LIVREE";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M14";"V33";"C0029"
"V001823";"02-08-2024";"magasin";"Livree";"P0053";"2";"0,00";"310,00";"310,00";"166,02";"M01";"V03";"C0139"
"V001824";"02-08-2024";"Magasin";"LIVREE";"P0038";"2";"0,00";"460,00";"460,00";"238,64";"M21";"V51";"C0110"
"V001825";"02-08-2024";"Magasin";"Livree";"P0032";"2";"10,00";"380,00";"342,00";"216,36";"M18";"V44";"C0101"
"V001826";"02-08-2024";"Magasin";"Livree";"P0056";"2";"0,00";"50,00";"50,00";"24,30";"M16";"V39";"C0100"
"V001827";"02-08-2024";"Magasin";"Livree";"P0011";"1";"0,00";"1150,00";"1150,00";"671,97";"M19";"V46";"C0179"
"V001828";"02-08-2024";"Magasin";"livree";"P0038";"3";"0,00";"690,00";"690,00";"357,96";"M11";"V24";"C0039"
"V001829";"02-08-2024";"Magasin";"Livree";"P0060";"1";"5,00";"40,00";"38,00";"20,46";"M02";"V05";"C0098"
"V001830";"03-08-2024";"Magasin";"Livree";"P0045";"1";"0,00";"325,00";"325,00";"149,19";"M12";"V27";"C0086"
"V001831";"03-08-2024";"magasin";"EnCours";"P0049";"1";"10,00";"1770,00";"1593,00";"798,07";"M05";"V11";"C0062"
"V001832";"03-08-2024";"MAGASIN";"LIVREE";"P0040";"1";"10,00";"1910,00";"1719,00";"1038,92";"M16";"V38";"C0153"
"V001833";"03-08-2024";"MAGASIN";"livree";"P0045";"1";"0,00";"325,00";"325,00";"149,19";"M20";"V48";"C0005"
"V001834";"03-08-2024";"MAGASIN";"LIVREE";"P0045";"3";"0,00";"975,00";"975,00";"447,57";"M03";"V07";"C0067"
"V001835";"03-08-2024";"Web";"LIVREE";"P0061";"1";"0,00";"140,00";"140,00";"75,47";"M10";"V20";"C0185"
"V001836";"03-08-2024";"Web";"livree";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M05";"V11";"C0216"
"V001837";"03-08-2024";"WEB";"livree";"P0052";"2";"0,00";"270,00";"270,00";"145,02";"M06";"V12";"C0051"
"V001838";"03-08-2024";"magasin";"Livree";"P0025";"1";"0,00";"55,00";"55,00";"32,37";"M12";"V26";"C0032"
"V001839";"03-08-2024";"magasin";"livree";"P0034";"1";"5,00";"200,00";"190,00";"118,44";"M12";"V27";"C0040"
"V001840";"03-08-2024";"Web";"Annulee";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M05";"V10";"C0166"
"V001841";"03-08-2024";"web";"livree";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M04";"V08";"C0192"
"V001842";"03-08-2024";"Web";"livree";"P0057";"1";"5,00";"20,00";"19,00";"10,89";"M02";"V04";"C0130"
"V001843";"04-08-2024";"web";"Livree";"P0034";"2";"0,00";"400,00";"400,00";"236,88";"M14";"V32";"C0191"
"V001844";"04-08-2024";"magasin";"LIVREE";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M20";"V48";"C0178"
"V001845";"04-08-2024";"magasin";"Livree";"P0064";"2";"0,00";"140,00";"140,00";"71,72";"M25";"V59";"C0085"
"V001846";"04-08-2024";"WEB";"LIVREE";"P0039";"1";"0,00";"1485,00";"1485,00";"673,51";"M03";"V07";"C0208"
"V001847";"04-08-2024";"web";"EnCours";"P0061";"1";"0,00";"140,00";"140,00";"75,47";"M23";"V56";"C0197"
"V001848";"04-08-2024";"magasin";"LIVREE";"P0059";"4";"0,00";"160,00";"160,00";"76,92";"M07";"V14";"C0124"
"V001849";"04-08-2024";"Magasin";"livree";"P0026";"1";"0,00";"275,00";"275,00";"137,45";"M09";"V19";"C0096"
"V001850";"04-08-2024";"WEB";"Livree";"P0029";"1";"0,00";"285,00";"285,00";"169,00";"M02";"V05";"C0188"
"V001851";"04-08-2024";"Web";"encours";"P0038";"2";"0,00";"460,00";"460,00";"238,64";"M10";"V20";"C0183"
"V001852";"04-08-2024";"Magasin";"LIVREE";"P0050";"1";"0,00";"230,00";"230,00";"115,83";"M20";"V49";"C0212"
"V001853";"04-08-2024";"Magasin";"Livree";"P0042";"1";"10,00";"2045,00";"1840,50";"1236,64";"M05";"V10";"C0111"
"V001854";"04-08-2024";"WEB";"Livree";"P0054";"2";"0,00";"320,00";"320,00";"154,88";"M04";"V08";"C0215"
"V001855";"04-08-2024";"Magasin";"Livree";"P0025";"1";"0,00";"55,00";"55,00";"32,37";"M18";"V44";"C0019"
"V001856";"05-08-2024";"Magasin";"Livree";"P0058";"4";"5,00";"260,00";"247,00";"125,24";"M05";"V10";"C0219"
"V001857";"05-08-2024";"magasin";"LIVREE";"P0052";"1";"5,00";"135,00";"128,25";"72,51";"M10";"V20";"C0111"
"V001858";"05-08-2024";"Web";"LIVREE";"P0061";"3";"0,00";"420,00";"420,00";"226,41";"M06";"V12";"C0092"
"V001859";"05-08-2024";"Magasin";"Livree";"P0056";"2";"0,00";"50,00";"50,00";"24,30";"M21";"V52";"C0098"
"V001860";"05-08-2024";"Web";"livree";"P0033";"2";"5,00";"100,00";"95,00";"45,46";"M07";"V15";"C0085"
"V001861";"06-08-2024";"Magasin";"livree";"P0030";"1";"0,00";"265,00";"265,00";"125,99";"M23";"V55";"C0060"
"V001862";"06-08-2024";"magasin";"LIVREE";"P0063";"3";"0,00";"315,00";"315,00";"174,63";"M15";"V34";"C0203"
"V001863";"06-08-2024";"Web";"Livree";"P0039";"1";"0,00";"1485,00";"1485,00";"673,51";"M16";"V39";"C0086"
"V001864";"06-08-2024";"Magasin";"Livree";"P0052";"2";"5,00";"270,00";"256,50";"145,02";"M05";"V11";"C0202"
"V001865";"06-08-2024";"Magasin";"encours";"P0043";"2";"0,00";"4460,00";"4460,00";"2397,94";"M07";"V15";"C0185"
"V001866";"06-08-2024";"Magasin";"livree";"P0025";"1";"0,00";"55,00";"55,00";"32,37";"M17";"V41";"C0083"
"V001867";"06-08-2024";"web";"Livree";"P0027";"1";"0,00";"220,00";"220,00";"106,66";"M02";"V04";"C0078"
"V001868";"06-08-2024";"WEB";"Livree";"P0039";"3";"0,00";"4455,00";"4455,00";"2020,53";"M15";"V36";"C0195"
"V001869";"06-08-2024";"Magasin";"Annulee";"P0047";"3";"0,00";"4995,00";"4995,00";"3012,21";"M16";"V39";"C0210"
"V001870";"06-08-2024";"MAGASIN";"Livree";"P0038";"1";"0,00";"230,00";"230,00";"119,32";"M10";"V20";"C0043"
"V001871";"07-08-2024";"Magasin";"EnCours";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M08";"V17";"C0090"
"V001872";"07-08-2024";"Magasin";"LIVREE";"P0061";"1";"5,00";"140,00";"133,00";"75,47";"M12";"V26";"C0103"
"V001873";"07-08-2024";"web";"livree";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M19";"V47";"C0176"
"V001874";"07-08-2024";"magasin";"Livree";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M16";"V39";"C0046"
"V001875";"07-08-2024";"Magasin";"Livree";"P0051";"2";"0,00";"310,00";"310,00";"155,70";"M24";"V58";"C0200"
"V001876";"07-08-2024";"magasin";"encours";"P0061";"2";"0,00";"280,00";"280,00";"150,94";"M09";"V19";"C0050"
"V001877";"07-08-2024";"magasin";"Livree";"P0064";"1";"0,00";"70,00";"70,00";"35,86";"M05";"V10";"C0126"
"V001878";"07-08-2024";"Magasin";"Livree";"P0015";"3";"0,00";"1650,00";"1650,00";"917,25";"M02";"V04";"C0215"
"V001879";"07-08-2024";"Web";"LIVREE";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M09";"V18";"C0188"
"V001880";"07-08-2024";"web";"LIVREE";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M05";"V10";"C0127"
"V001881";"07-08-2024";"magasin";"livree";"P0057";"4";"0,00";"80,00";"80,00";"43,56";"M08";"V17";"C0170"
"V001882";"07-08-2024";"MAGASIN";"livree";"P0053";"2";"0,00";"310,00";"310,00";"166,02";"M05";"V10";"C0028"
"V001883";"07-08-2024";"Web";"Livree";"P0054";"2";"0,00";"320,00";"320,00";"154,88";"M11";"V24";"C0203"
"V001884";"07-08-2024";"Magasin";"LIVREE";"P0064";"1";"0,00";"70,00";"70,00";"35,86";"M01";"V03";"C0136"
"V001885";"07-08-2024";"Magasin";"Livree";"P0063";"2";"5,00";"210,00";"199,50";"116,42";"M17";"V42";"C0184"
"V001886";"08-08-2024";"Magasin";"Livree";"P0055";"3";"0,00";"120,00";"120,00";"57,63";"M13";"V30";"C0179"
"V001887";"08-08-2024";"web";"Livree";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M13";"V31";"C0080"
"V001888";"08-08-2024";"Magasin";"Livree";"P0039";"1";"5,00";"1485,00";"1410,75";"673,51";"M02";"V04";"C0019"
"V001889";"08-08-2024";"magasin";"Livree";"P0059";"4";"5,00";"160,00";"152,00";"76,92";"M20";"V49";"C0177"
"V001890";"08-08-2024";"Web";"Livree";"P0032";"3";"0,00";"570,00";"570,00";"324,54";"M18";"V44";"C0034"
"V001891";"08-08-2024";"magasin";"livree";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M23";"V55";"C0145"
"V001892";"08-08-2024";"Magasin";"LIVREE";"P0021";"1";"0,00";"410,00";"410,00";"189,41";"M18";"V43";"C0062"
"V001893";"08-08-2024";"Web";"LIVREE";"P0030";"2";"0,00";"530,00";"530,00";"251,98";"M09";"V19";"C0032"
"V001894";"08-08-2024";"MAGASIN";"Livree";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M04";"V08";"C0167"
"V001895";"08-08-2024";"WEB";"Livree";"P0036";"1";"0,00";"105,00";"105,00";"57,91";"M18";"V43";"C0177"
"V001896";"08-08-2024";"Magasin";"Annulee";"P0036";"1";"0,00";"105,00";"105,00";"57,91";"M01";"V01";"C0070"
"V001897";"09-08-2024";"Magasin";"livree";"P0051";"2";"0,00";"310,00";"310,00";"155,70";"M08";"V17";"C0205"
"V001898";"09-08-2024";"WEB";"Livree";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M09";"V19";"C0220"
"V001899";"09-08-2024";"magasin";"Livree";"P0030";"2";"5,00";"530,00";"503,50";"251,98";"M15";"V35";"C0200"
"V001900";"09-08-2024";"web";"LIVREE";"P0056";"1";"0,00";"25,00";"25,00";"12,15";"M15";"V35";"C0168"
"V001901";"09-08-2024";"Magasin";"LIVREE";"P0056";"1";"10,00";"25,00";"22,50";"12,15";"M12";"V28";"C0182"
"V001902";"09-08-2024";"magasin";"Livree";"P0055";"3";"0,00";"120,00";"120,00";"57,63";"M07";"V14";"C0119"
"V001903";"09-08-2024";"Magasin";"LIVREE";"P0060";"1";"0,00";"40,00";"40,00";"20,46";"M18";"V44";"C0087"
"V001904";"09-08-2024";"Magasin";"LIVREE";"P0048";"1";"5,00";"1760,00";"1672,00";"945,76";"M05";"V11";"C0024"
"V001905";"09-08-2024";"magasin";"EnCours";"P0050";"3";"0,00";"690,00";"690,00";"347,49";"M17";"V41";"C0014"
"V001906";"09-08-2024";"Magasin";"Livree";"P0059";"2";"5,00";"80,00";"76,00";"38,46";"M19";"V46";"C0039"
"V001907";"09-08-2024";"Web";"LIVREE";"P0012";"1";"0,00";"1010,00";"1010,00";"588,54";"M06";"V13";"C0073"
"V001908";"09-08-2024";"WEB";"livree";"P0048";"1";"0,00";"1760,00";"1760,00";"945,76";"M01";"V02";"C0090"
"V001909";"09-08-2024";"web";"Livree";"P0057";"3";"0,00";"60,00";"60,00";"32,67";"M25";"V60";"C0060"
"V001910";"09-08-2024";"Magasin";"Livree";"P0052";"2";"5,00";"270,00";"256,50";"145,02";"M20";"V48";"C0132"
"V001911";"09-08-2024";"Magasin";"LIVREE";"P0031";"3";"0,00";"450,00";"450,00";"276,72";"M08";"V16";"C0220"
"V001912";"10-08-2024";"MAGASIN";"EnCours";"P0052";"2";"0,00";"270,00";"270,00";"145,02";"M19";"V45";"C0037"
"V001913";"10-08-2024";"magasin";"LIVREE";"P0053";"2";"0,00";"310,00";"310,00";"166,02";"M21";"V52";"C0166"
"V001914";"10-08-2024";"magasin";"Annulee";"P0028";"3";"0,00";"390,00";"390,00";"201,78";"M20";"V48";"C0141"
"V001915";"10-08-2024";"Magasin";"livree";"P0051";"2";"10,00";"310,00";"279,00";"155,70";"M22";"V54";"C0205"
"V001916";"10-08-2024";"magasin";"LIVREE";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M16";"V38";"C0036"
"V001917";"10-08-2024";"Magasin";"Livree";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M05";"V11";"C0103"
"V001918";"10-08-2024";"Web";"EnCours";"P0053";"1";"0,00";"155,00";"155,00";"83,01";"M21";"V52";"C0116"
"V001919";"11-08-2024";"MAGASIN";"LIVREE";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M24";"V57";"C0109"
"V001920";"11-08-2024";"Web";"LIVREE";"P0036";"1";"0,00";"105,00";"105,00";"57,91";"M23";"V56";"C0174"
"V001921";"11-08-2024";"MAGASIN";"LIVREE";"P0058";"3";"0,00";"195,00";"195,00";"93,93";"M07";"V14";"C0162"
"V001922";"11-08-2024";"Magasin";"LIVREE";"P0037";"2";"10,00";"460,00";"414,00";"231,90";"M07";"V15";"C0054"
"V001923";"11-08-2024";"Web";"Livree";"P0061";"1";"10,00";"140,00";"126,00";"75,47";"M07";"V14";"C0046"
"V001924";"11-08-2024";"WEB";"livree";"P0055";"2";"5,00";"80,00";"76,00";"38,42";"M22";"V53";"C0053"
"V001925";"11-08-2024";"web";"EnCours";"P0050";"1";"0,00";"230,00";"230,00";"115,83";"M03";"V07";"C0068"
"V001926";"11-08-2024";"WEB";"Annulee";"P0032";"2";"0,00";"380,00";"380,00";"216,36";"M07";"V14";"C0046"
"V001927";"11-08-2024";"magasin";"LIVREE";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M17";"V40";"C0009"
"V001928";"11-08-2024";"MAGASIN";"LIVREE";"P0057";"2";"0,00";"40,00";"40,00";"21,78";"M25";"V60";"C0031"
"V001929";"11-08-2024";"Magasin";"LIVREE";"P0044";"4";"0,00";"7200,00";"7200,00";"4212,84";"M12";"V26";"C0197"
"V001930";"11-08-2024";"Magasin";"Livree";"P0054";"3";"0,00";"480,00";"480,00";"232,32";"M20";"V49";"C0185"
"V001931";"11-08-2024";"Magasin";"encours";"P0063";"1";"0,00";"105,00";"105,00";"58,21";"M09";"V19";"C0066"
"V001932";"11-08-2024";"MAGASIN";"livree";"P0054";"1";"10,00";"160,00";"144,00";"77,44";"M04";"V09";"C0133"
"V001933";"11-08-2024";"WEB";"LIVREE";"P0048";"1";"10,00";"1760,00";"1584,00";"945,76";"M13";"V30";"C0056"
"V001934";"11-08-2024";"WEB";"Livree";"P0063";"2";"0,00";"210,00";"210,00";"116,42";"M10";"V21";"C0124"
"V001935";"11-08-2024";"web";"Livree";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M24";"V57";"C0052"
"V001936";"11-08-2024";"WEB";"Livree";"P0056";"2";"0,00";"50,00";"50,00";"24,30";"M25";"V59";"C0036"
"V001937";"11-08-2024";"web";"Livree";"P0037";"2";"5,00";"460,00";"437,00";"231,90";"M07";"V14";"C0116"
"V001938";"11-08-2024";"Magasin";"Livree";"P0060";"2";"10,00";"80,00";"72,00";"40,92";"M15";"V36";"C0074"
"V001939";"11-08-2024";"Magasin";"Livree";"P0062";"3";"5,00";"390,00";"370,50";"198,39";"M25";"V59";"C0045"
"V001940";"12-08-2024";"Web";"livree";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M02";"V04";"C0182"
"V001941";"12-08-2024";"Magasin";"LIVREE";"P0039";"1";"5,00";"1485,00";"1410,75";"673,51";"M16";"V39";"C0163"
"V001942";"12-08-2024";"magasin";"Livree";"P0024";"1";"0,00";"770,00";"770,00";"465,89";"M14";"V32";"C0176"
"V001943";"12-08-2024";"Web";"Livree";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M05";"V10";"C0188"
"V001944";"12-08-2024";"MAGASIN";"LIVREE";"P0047";"1";"0,00";"1665,00";"1665,00";"1004,07";"M02";"V05";"C0201"
"V001945";"12-08-2024";"WEB";"encours";"P0054";"2";"5,00";"320,00";"304,00";"154,88";"M15";"V34";"C0154"
"V001946";"13-08-2024";"WEB";"LIVREE";"P0055";"2";"0,00";"80,00";"80,00";"38,42";"M09";"V19";"C0186"
"V001947";"13-08-2024";"Web";"livree";"P0040";"1";"0,00";"1910,00";"1910,00";"1038,92";"M20";"V50";"C0135"
"V001948";"13-08-2024";"Magasin";"encours";"P0057";"4";"0,00";"80,00";"80,00";"43,56";"M04";"V08";"C0012"
"V001949";"13-08-2024";"MAGASIN";"Livree";"P0045";"1";"0,00";"325,00";"325,00";"149,19";"M24";"V57";"C0088"
"V001950";"13-08-2024";"Magasin";"Livree";"P0057";"2";"0,00";"40,00";"40,00";"21,78";"M17";"V42";"C0041"
"V001951";"13-08-2024";"Magasin";"Livree";"P0041";"1";"5,00";"2225,00";"2113,75";"1348,70";"M24";"V58";"C0140"
"V001952";"13-08-2024";"Magasin";"Livree";"P0063";"2";"0,00";"210,00";"210,00";"116,42";"M12";"V27";"C0119"
"V001953";"13-08-2024";"MAGASIN";"Livree";"P0040";"2";"0,00";"3820,00";"3820,00";"2077,84";"M09";"V18";"C0124"
"V001954";"13-08-2024";"magasin";"LIVREE";"P0026";"3";"0,00";"825,00";"825,00";"412,35";"M08";"V17";"C0211"
"V001955";"13-08-2024";"MAGASIN";"Livree";"P0062";"2";"0,00";"260,00";"260,00";"132,26";"M23";"V55";"C0008"
"V001956";"14-08-2024";"web";"Annulee";"P0052";"1";"5,00";"135,00";"128,25";"72,51";"M08";"V17";"C0134"
"V001957";"14-08-2024";"Magasin";"Livree";"P0061";"2";"0,00";"280,00";"280,00";"150,94";"M20";"V50";"C0143"
"V001958";"14-08-2024";"magasin";"livree";"P0030";"1";"0,00";"265,00";"265,00";"125,99";"M01";"V03";"C0011"
"V001959";"14-08-2024";"Web";"LIVREE";"P0040";"2";"0,00";"3820,00";"3820,00";"2077,84";"M02";"V05";"C0130"
"V001960";"14-08-2024";"magasin";"Livree";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M06";"V12";"C0038"
"V001961";"14-08-2024";"magasin";"livree";"P0064";"1";"0,00";"70,00";"70,00";"35,86";"M18";"V43";"C0121"
"V001962";"14-08-2024";"Magasin";"Livree";"P0032";"1";"0,00";"190,00";"190,00";"108,18";"M16";"V39";"C0132"
"V001963";"14-08-2024";"WEB";"Livree";"P0030";"1";"0,00";"265,00";"265,00";"125,99";"M18";"V44";"C0024"
"V001964";"14-08-2024";"WEB";"LIVREE";"P0052";"1";"0,00";"135,00";"135,00";"72,51";"M14";"V33";"C0032"
"V001965";"15-08-2024";"Magasin";"Livree";"P0053";"2";"5,00";"310,00";"294,50";"166,02";"M16";"V39";"C0038"
"V001966";"15-08-2024";"magasin";"Livree";"P0034";"1";"10,00";"200,00";"180,00";"118,44";"M14";"V33";"C0008"
"V001967";"15-08-2024";"Web";"livree";"P0052";"2";"5,00";"270,00";"256,50";"145,02";"M05";"V10";"C0085"
"V001968";"15-08-2024";"Magasin";"EnCours";"P0057";"1";"0,00";"20,00";"20,00";"10,89";"M07";"V15";"C0115"
"V001969";"15-08-2024";"magasin";"livree";"P0048";"1";"0,00";"1760,00";"1760,00";"945,76";"M16";"V38";"C0157"
"V001970";"15-08-2024";"Web";"LIVREE";"P0056";"1";"5,00";"25,00";"23,75";"12,15";"M05";"V10";"C0033"
"V001971";"15-08-2024";"Magasin";"Livree";"P0008";"2";"10,00";"990,00";"891,00";"487,52";"M16";"V38";"C0182"
"V001972";"15-08-2024";"MAGASIN";"Livree";"P0059";"1";"0,00";"40,00";"40,00";"19,23";"M21";"V51";"C0099"
"V001973";"15-08-2024";"Web";"Livree";"P0053";"3";"0,00";"465,00";"465,00";"249,03";"M13";"V31";"C0166"
"V001974";"15-08-2024";"Magasin";"Livree";"P0026";"1";"0,00";"275,00";"275,00";"137,45";"M13";"V31";"C0018"
"V001975";"15-08-2024";"magasin";"livree";"P0059";"2";"5,00";"80,00";"76,00";"38,46";"M04";"V09";"C0196"
"V001976";"15-08-2024";"Magasin";"Livree";"P0055";"1";"0,00";"40,00";"40,00";"19,21";"M22";"V53";"C0037"
"V001977";"15-08-2024";"Magasin";"livree";"P0054";"1";"5,00";"160,00";"152,00";"77,44";"M01";"V03";"C0138"
"V001978";"15-08-2024";"Web";"Livree";"P0056";"1";"0,00";"25,00";"25,00";"12,15";"M07";"V15";"C0076"
"V001979";"15-08-2024";"MAGASIN";"Livree";"P0037";"2";"5,00";"460,00";"437,00";"231,90";"M01";"V01";"C0152"
"V001980";"16-08-2024";"Web";"LIVREE";"P0031";"1";"0,00";"150,00";"150,00";"92,24";"M22";"V54";"C0083"
"V001981";"16-08-2024";"Magasin";"Livree";"P0034";"1";"0,00";"200,00";"200,00";"118,44";"M19";"V45";"C0107"
"V001982";"16-08-2024";"WEB";"Livree";"P0060";"1";"0,00";"40,00";"40,00";"20,46";"M17";"V40";"C0106"
"V001983";"16-08-2024";"magasin";"Livree";"P0062";"1";"0,00";"130,00";"130,00";"66,13";"M23";"V55";"C0191"
"V001984";"16-08-2024";"magasin";"LIVREE";"P0050";"2";"5,00";"460,00";"437,00";"231,66";"M07";"V14";"C0140"
"V001985";"16-08-2024";"MAGASIN";"LIVREE";"P0058";"1";"0,00";"65,00";"65,00";"31,31";"M25";"V59";"C0147"
"V001986";"16-08-2024";"Magasin";"livree";"P0064";"1";"5,00";"70,00";"66,50";"35,86";"M12";"V27";"C0209"
"V001987";"16-08-2024";"magasin";"Livree";"P0059";"2";"10,00";"80,00";"72,00";"38,46";"M25";"V59";"C0077"
"V001988";"16-08-2024";"Magasin";"Livree";"P0002";"1";"0,00";"700,00";"700,00";"352,76";"M07";"V15";"C0108"
"V001989";"16-08-2024";"MAGASIN";"Livree";"P0057";"1";"0,00";"20,00";"20,00";"10,89";"M15";"V34";"C0163"
"V001990";"16-08-2024";"Magasin";"Livree";"P0044";"3";"5,00";"5400,00";"5130,00";"3159,63";"M01";"V02";"C0038"
"V001991";"17-08-2024";"Magasin";"EnCours";"P0048";"2";"0,00";"3520,00";"3520,00";"1891,52";"M17";"V41";"C0062"
"V001992";"17-08-2024";"Magasin";"LIVREE";"P0054";"1";"0,00";"160,00";"160,00";"77,44";"M10";"V22";"C0192"
"V001993";"17-08-2024";"Magasin";"Annulee";"P0051";"1";"0,00";"155,00";"155,00";"77,85";"M04";"V08";"C0065"
"V001994";"17-08-2024";"magasin";"LIVREE";"P0032";"3";"0,00";"570,00";"570,00";"324,54";"M03";"V07";"C0062"
"V001995";"17-08-2024";"web";"Annulee";"P0003";"3";"5,00";"2130,00";"2023,50";"1185,99";"M07";"V15";"C0035"
"V001996";"17-08-2024";"MAGASIN";"encours";"P0015";"2";"10,00";"1100,00";"990,00";"611,50";"M02";"V04";"C0079"
"V001997";"17-08-2024";"Magasin";"EnCours";"P0046";"2";"0,00";"2070,00";"2070,00";"1230,72";"M14";"V32";"C0175"
"V001998";"17-08-2024";"Magasin";"Livree";"P0061";"1";"0,00";"140,00";"140,00";"75,47";"M11";"V23";"C0089"
"V001999";"17-08-2024";"Magasin";"Livree";"P0044";"3";"0,00";"5400,00";"5400,00";"3159,63";"M11";"V24";"C0149"
"V002000";"17-08-2024";"Magasin";"Livree";"P0061";"1";"0,00";"140,00";"140,00";"75,47";"M01";"V02";"C0124"
"V002001";"17-08-2024";"Web";"Livree";"P0046";"1";"0,00";"1035,00";"1035,00";"615,36";"M03";"V06";"C0004"
"V002002";"17-08-2024";"web";"EnCours";"P0041";"1";"0,00";"2225,00";"2225,00";"1348,70";"M20";"V48";"C0213"
"V002003";"18-08-2024";"MAGASIN";"Livree";"P0030";"1";"0,00";"265,00";"265,00";"125,99";"M02";"V04";"C0186"
